user_id,watch_count,unique_movies,total_watch_time,avg_watch_time,watch_days,recent_watch_count,days_since_last_watch,avg_progress,completion_rate,download_ratio,avg_rating,last_watch_date_ref
user_00024,10,10,1099.7,109.97,9,1.0,20,37.63,0.1,0.3,3.0,2025-12-31
user_00025,10,8,873.9,87.39,8,,304,35.660000000000004,0.1,0.2,,2025-12-31
user_00026,10,9,461.7,46.17,9,3.0,1,51.46,0.0,0.5,3.5,2025-12-31
user_00027,12,11,610.2,50.85,11,,87,43.88333333333333,0.0,0.0,,2025-12-31
user_00028,21,19,1196.8,56.99047619047619,20,,85,64.53333333333333,0.2857142857142857,0.23809523809523808,3.0,2025-12-31
user_00029,8,8,278.9,34.8625,8,,100,46.2,0.125,0.25,3.0,2025-12-31
user_00030,10,10,446.9,44.69,10,1.0,27,57.279999999999994,0.3,0.3,,2025-12-31
user_00031,7,7,473.6,67.65714285714286,7,1.0,5,41.300000000000004,0.0,0.14285714285714285,,2025-12-31
user_00032,10,10,314.6,31.46,10,,46,60.96,0.1,0.1,4.0,2025-12-31
user_00033,14,13,793.0,56.642857142857146,13,,47,50.32857142857143,0.21428571428571427,0.21428571428571427,2.8,2025-12-31
user_00034,9,9,429.0,47.666666666666664,9,1.0,19,48.0,0.0,0.2222222222222222,,2025-12-31
user_00035,10,8,405.3,40.53,8,,64,26.26,0.0,0.0,,2025-12-31
user_00036,5,4,423.5,84.7,4,,364,40.56,0.0,0.4,3.5,2025-12-31
user_00037,8,7,420.90000000000003,52.612500000000004,7,,91,39.5625,0.0,0.25,3.5,2025-12-31
user_00038,10,9,372.9,37.29,9,,49,55.220000000000006,0.2,0.3,5.0,2025-12-31
user_00039,11,11,552.3,50.209090909090904,11,,41,26.172727272727272,0.0,0.45454545454545453,1.0,2025-12-31
user_00040,8,8,396.5,49.5625,8,,242,50.45,0.0,0.0,3.0,2025-12-31
user_00041,10,10,528.5,52.85,10,1.0,18,60.4,0.3,0.0,1.0,2025-12-31
user_00042,5,4,96.2,19.240000000000002,4,,59,43.2,0.4,0.4,,2025-12-31
user_00043,8,6,499.5,62.4375,6,,64,75.625,0.25,0.125,,2025-12-31
user_00044,8,8,559.0,69.875,8,,113,32.0625,0.0,0.5,4.666666666666667,2025-12-31
user_00045,8,7,240.4,30.05,7,,71,41.675,0.0,0.125,4.6,2025-12-31
user_00046,10,10,661.3,66.13,10,,215,44.61,0.2,0.3,5.0,2025-12-31
user_00047,10,9,477.4,47.739999999999995,9,,139,60.489999999999995,0.1,0.2,4.5,2025-12-31
user_00048,11,11,821.1999999999999,74.65454545454544,10,,78,30.809090909090912,0.0,0.45454545454545453,,2025-12-31
user_00049,9,7,511.4,56.82222222222222,8,,180,31.766666666666666,0.1111111111111111,0.2222222222222222,3.5,2025-12-31
user_00050,9,9,401.0,44.55555555555556,9,,122,63.87777777777777,0.2222222222222222,0.1111111111111111,5.0,2025-12-31
user_00051,10,10,1047.0,104.7,10,,214,35.75,0.0,0.2,2.3333333333333335,2025-12-31
user_00052,9,9,700.9,77.87777777777778,9,,152,45.25555555555556,0.0,0.3333333333333333,4.5,2025-12-31
user_00053,10,10,816.3000000000001,81.63000000000001,10,1.0,1,36.07,0.0,0.2,,2025-12-31
user_00054,10,9,529.2,52.92,9,1.0,10,41.2,0.0,0.2,5.0,2025-12-31
user_00055,13,12,589.0,45.30769230769231,11,,91,24.73846153846154,0.15384615384615385,0.15384615384615385,3.5,2025-12-31
user_00056,12,12,728.5999999999999,60.71666666666666,12,3.0,2,51.9,0.0,0.25,1.0,2025-12-31
user_00057,8,8,613.5,76.6875,8,1.0,3,41.6375,0.125,0.375,3.5,2025-12-31
user_00058,8,7,349.4,43.675,7,,44,47.7125,0.125,0.25,2.0,2025-12-31
user_00059,12,12,498.0,41.5,12,,162,47.875,0.08333333333333333,0.3333333333333333,2.5,2025-12-31
user_00060,10,8,417.1,41.71,8,1.0,11,63.5,0.0,0.4,3.0,2025-12-31
user_00061,10,10,527.3,52.73,10,,75,37.29,0.0,0.3,3.0,2025-12-31
user_00062,16,15,992.1,62.00625,15,2.0,8,38.46875,0.0,0.3125,2.0,2025-12-31
user_00063,6,6,342.8,57.13333333333333,6,,298,39.11666666666667,0.16666666666666666,0.0,,2025-12-31
user_00064,16,15,849.0,53.0625,15,1.0,14,44.025,0.125,0.125,4.0,2025-12-31
user_00065,10,10,440.8,44.08,10,,37,47.05,0.1,0.3,,2025-12-31
user_00066,12,12,1131.6,94.3,12,,55,44.300000000000004,0.0,0.25,3.0,2025-12-31
user_00067,13,12,997.1,76.7,12,1.0,10,43.49230769230769,0.07692307692307693,0.15384615384615385,4.0,2025-12-31
user_00068,11,11,801.5,72.86363636363636,11,,218,20.472727272727273,0.0,0.36363636363636365,2.0,2025-12-31
user_00069,11,11,527.0,47.90909090909091,11,,45,40.845454545454544,0.0,0.18181818181818182,1.0,2025-12-31
user_00070,15,15,752.4,50.16,15,,58,48.78,0.06666666666666667,0.0,3.6666666666666665,2025-12-31
user_00071,6,6,369.1,61.51666666666667,6,,327,46.98333333333333,0.16666666666666666,0.3333333333333333,2.0,2025-12-31
user_00072,19,18,992.6,52.242105263157896,18,1.0,14,44.91578947368421,0.10526315789473684,0.15789473684210525,3.7142857142857144,2025-12-31
user_00073,12,11,489.5,40.791666666666664,11,1.0,28,55.73333333333333,0.25,0.08333333333333333,3.6666666666666665,2025-12-31
user_00074,14,14,1023.7,73.12142857142858,14,,39,39.142857142857146,0.07142857142857142,0.21428571428571427,3.25,2025-12-31
user_00075,5,5,164.0,32.8,5,,249,47.239999999999995,0.2,0.0,,2025-12-31
user_00076,11,9,484.4,44.03636363636363,9,,81,54.98181818181818,0.2727272727272727,0.09090909090909091,4.5,2025-12-31
user_00077,9,9,571.1,63.455555555555556,9,,69,40.67777777777778,0.0,0.0,2.0,2025-12-31
user_00078,6,5,506.8,84.46666666666667,5,1.0,7,34.083333333333336,0.0,0.5,3.0,2025-12-31
user_00079,12,12,738.5,61.541666666666664,11,1.0,27,50.1,0.08333333333333333,0.08333333333333333,,2025-12-31
user_00080,15,13,924.1,61.60666666666667,13,1.0,26,39.00666666666667,0.0,0.2,3.8,2025-12-31
user_00081,9,9,581.2,64.57777777777778,9,,61,39.44444444444444,0.3333333333333333,0.2222222222222222,1.6666666666666667,2025-12-31
user_00082,12,11,577.2,48.1,10,2.0,16,38.574999999999996,0.0,0.0,3.0,2025-12-31
user_00083,13,13,814.3,62.638461538461534,13,,54,69.4076923076923,0.3076923076923077,0.23076923076923078,3.6666666666666665,2025-12-31
user_00084,9,9,497.9,55.32222222222222,9,1.0,4,38.21111111111111,0.1111111111111111,0.1111111111111111,3.4,2025-12-31
user_00085,12,11,765.2,63.76666666666667,11,3.0,5,40.975,0.08333333333333333,0.0,3.6666666666666665,2025-12-31
user_00086,13,13,623.9,47.99230769230769,12,,112,43.24615384615385,0.07692307692307693,0.3076923076923077,,2025-12-31
user_00087,11,9,536.1,48.73636363636364,9,2.0,22,43.054545454545455,0.09090909090909091,0.18181818181818182,3.5,2025-12-31
user_00088,11,10,512.9,46.627272727272725,10,,148,29.818181818181817,0.09090909090909091,0.18181818181818182,3.5,2025-12-31
user_00089,10,10,476.5,47.65,10,1.0,4,50.13,0.1,0.1,,2025-12-31
user_00090,11,11,552.3,50.209090909090904,11,,99,52.2,0.09090909090909091,0.0,4.5,2025-12-31
user_00091,15,14,816.4,54.42666666666666,14,,71,47.31333333333334,0.06666666666666667,0.13333333333333333,3.0,2025-12-31
user_00092,12,11,631.6999999999999,52.64166666666666,11,,94,53.40833333333333,0.0,0.08333333333333333,4.333333333333333,2025-12-31
user_00093,7,7,141.0,20.142857142857142,7,,114,34.44285714285714,0.14285714285714285,0.2857142857142857,1.0,2025-12-31
user_00094,11,11,455.1,41.372727272727275,10,,60,56.11818181818182,0.18181818181818182,0.18181818181818182,3.3333333333333335,2025-12-31
user_00095,8,8,348.09999999999997,43.512499999999996,8,,112,50.4,0.125,0.375,3.0,2025-12-31
user_00096,13,12,680.8,52.36923076923077,12,1.0,11,42.12307692307692,0.07692307692307693,0.15384615384615385,4.333333333333333,2025-12-31
user_00097,10,10,663.4,66.34,10,2.0,10,45.2,0.1,0.1,4.0,2025-12-31
user_00098,10,10,552.1,55.21,10,,49,47.41,0.1,0.3,2.5,2025-12-31
user_00099,16,13,912.0,57.0,13,1.0,25,41.106249999999996,0.0,0.375,2.0,2025-12-31
user_00100,12,11,1106.4,92.2,11,,46,47.75833333333333,0.25,0.25,4.0,2025-12-31
user_00101,14,14,788.8,56.34285714285714,14,1.0,10,55.628571428571426,0.14285714285714285,0.21428571428571427,1.0,2025-12-31
user_00102,13,12,692.0,53.23076923076923,12,1.0,3,48.57692307692308,0.0,0.15384615384615385,5.0,2025-12-31
user_00103,9,8,595.3,66.14444444444445,8,1.0,18,47.27777777777778,0.0,0.1111111111111111,4.0,2025-12-31
user_00104,12,10,538.2,44.85,9,1.0,9,63.25833333333333,0.3333333333333333,0.16666666666666666,4.25,2025-12-31
user_00105,15,14,933.6,62.24,14,2.0,8,53.04,0.06666666666666667,0.3333333333333333,3.3333333333333335,2025-12-31
user_00106,11,11,751.9,68.35454545454546,11,,171,43.03636363636363,0.0,0.09090909090909091,3.0,2025-12-31
user_00107,16,16,748.7,46.79375,16,2.0,13,46.8875,0.125,0.3125,2.0,2025-12-31
user_00108,14,14,590.1,42.15,14,2.0,1,43.107142857142854,0.07142857142857142,0.14285714285714285,4.333333333333333,2025-12-31
user_00109,14,13,518.1,37.00714285714286,12,,34,47.00714285714286,0.0,0.2857142857142857,2.5,2025-12-31
user_00110,15,13,770.4,51.36,13,,62,31.38,0.0,0.13333333333333333,3.75,2025-12-31
user_00111,8,8,249.3,31.1625,8,,61,57.8,0.0,0.25,3.0,2025-12-31
user_00112,15,14,597.4,39.82666666666667,14,,112,48.26,0.13333333333333333,0.26666666666666666,,2025-12-31
user_00113,12,12,649.9,54.15833333333333,12,,106,48.18333333333334,0.08333333333333333,0.25,3.6666666666666665,2025-12-31
user_00114,8,8,484.8,60.6,8,,170,49.975,0.0,0.25,3.5,2025-12-31
user_00115,9,8,600.6,66.73333333333333,8,,325,49.18888888888889,0.0,0.2222222222222222,,2025-12-31
user_00116,6,5,379.3,63.21666666666667,5,,87,37.28333333333334,0.0,0.16666666666666666,,2025-12-31
user_00117,9,9,466.6,51.84444444444445,9,,43,49.17777777777778,0.1111111111111111,0.4444444444444444,4.0,2025-12-31
user_00118,9,9,412.9,45.87777777777777,9,,42,57.84444444444445,0.2222222222222222,0.1111111111111111,,2025-12-31
user_00119,11,11,601.2,54.654545454545456,11,1.0,31,49.17272727272727,0.0,0.0,3.5,2025-12-31
user_00120,8,8,491.59999999999997,61.449999999999996,8,1.0,16,38.975,0.0,0.375,4.0,2025-12-31
user_00121,10,10,305.0,30.5,10,,53,49.88,0.1,0.4,3.0,2025-12-31
user_00122,10,10,475.1,47.510000000000005,10,,55,55.2,0.1,0.0,3.5,2025-12-31
user_00123,14,13,627.7,44.83571428571429,13,2.0,3,48.771428571428565,0.07142857142857142,0.07142857142857142,4.0,2025-12-31
user_00124,15,15,1270.5,84.7,15,1.0,8,35.81333333333334,0.0,0.06666666666666667,3.0,2025-12-31
user_00125,6,5,234.5,39.083333333333336,5,,90,33.6,0.0,0.0,5.0,2025-12-31
user_00126,19,18,771.8,40.62105263157895,17,2.0,15,55.926315789473676,0.15789473684210525,0.21052631578947367,4.0,2025-12-31
user_00127,12,12,653.4,54.449999999999996,12,1.0,14,42.44166666666666,0.08333333333333333,0.16666666666666666,3.6,2025-12-31
user_00128,5,4,133.8,26.76,4,,242,19.28,0.0,0.2,,2025-12-31
user_00129,5,4,733.0,146.6,4,,58,51.1,0.2,0.6,1.0,2025-12-31
user_00130,11,11,581.7,52.88181818181818,11,3.0,8,48.8,0.0,0.09090909090909091,3.5,2025-12-31
user_00131,13,12,1136.6,87.43076923076923,12,,82,57.62307692307692,0.15384615384615385,0.15384615384615385,3.2,2025-12-31
user_00132,14,13,864.7,61.76428571428572,13,,47,40.32857142857143,0.21428571428571427,0.07142857142857142,3.6666666666666665,2025-12-31
user_00133,7,7,146.0,20.857142857142858,6,1.0,10,47.9,0.0,0.2857142857142857,3.0,2025-12-31
user_00134,8,7,399.5,49.9375,8,,140,51.375,0.0,0.0,4.0,2025-12-31
user_00135,10,8,1217.9,121.79,8,2.0,26,38.94,0.0,0.1,3.0,2025-12-31
user_00136,11,11,516.9,46.99090909090909,9,2.0,15,62.71818181818182,0.2727272727272727,0.09090909090909091,3.0,2025-12-31
user_00137,11,10,551.0,50.09090909090909,9,,32,52.42727272727272,0.18181818181818182,0.36363636363636365,4.666666666666667,2025-12-31
user_00138,9,9,382.3,42.47777777777778,9,,77,41.34444444444445,0.2222222222222222,0.2222222222222222,3.0,2025-12-31
user_00139,11,9,512.6,46.6,9,,106,54.99090909090909,0.18181818181818182,0.18181818181818182,1.0,2025-12-31
user_00140,6,6,330.8,55.13333333333333,6,,180,34.583333333333336,0.0,0.3333333333333333,,2025-12-31
user_00141,10,10,325.5,32.55,10,,76,48.21,0.1,0.2,4.0,2025-12-31
user_00142,7,7,145.4,20.771428571428572,7,,77,44.471428571428575,0.0,0.14285714285714285,4.5,2025-12-31
user_00143,14,13,738.1,52.721428571428575,13,1.0,27,47.42142857142857,0.0,0.0,2.0,2025-12-31
user_00144,11,10,406.0,36.90909090909091,10,,88,36.00909090909091,0.0,0.18181818181818182,1.5,2025-12-31
user_00145,5,4,260.2,52.04,4,,75,74.76,0.0,0.2,2.0,2025-12-31
user_00146,11,10,478.1,43.46363636363637,10,,207,24.736363636363638,0.0,0.18181818181818182,3.0,2025-12-31
user_00147,12,12,487.0,40.583333333333336,12,,41,31.433333333333334,0.08333333333333333,0.25,3.5,2025-12-31
user_00148,6,6,302.1,50.35,6,,106,35.949999999999996,0.16666666666666666,0.16666666666666666,3.3333333333333335,2025-12-31
user_00149,13,12,769.6,59.2,12,1.0,11,26.292307692307695,0.0,0.07692307692307693,3.4,2025-12-31
user_00150,10,8,696.8,69.67999999999999,8,2.0,19,42.17,0.0,0.2,,2025-12-31
user_00151,9,9,444.1,49.34444444444445,9,2.0,1,49.27777777777778,0.1111111111111111,0.0,3.0,2025-12-31
user_00152,10,9,898.3,89.83,9,,185,41.989999999999995,0.2,0.4,3.3333333333333335,2025-12-31
user_00153,12,12,636.0,53.0,12,,33,37.300000000000004,0.0,0.16666666666666666,,2025-12-31
user_00154,11,11,729.5,66.31818181818181,11,1.0,15,50.16363636363636,0.2727272727272727,0.18181818181818182,4.0,2025-12-31
user_00155,12,11,941.6999999999999,78.475,11,2.0,6,38.09166666666667,0.16666666666666666,0.25,,2025-12-31
user_00156,12,11,599.9,49.99166666666667,11,2.0,13,45.55833333333334,0.08333333333333333,0.08333333333333333,3.6666666666666665,2025-12-31
user_00157,5,5,843.9,168.78,5,1.0,1,37.42,0.0,0.0,3.0,2025-12-31
user_00158,9,9,447.1,49.67777777777778,9,,60,57.766666666666666,0.1111111111111111,0.2222222222222222,3.5,2025-12-31
user_00159,14,13,1323.0,94.5,13,,137,45.464285714285715,0.14285714285714285,0.21428571428571427,4.0,2025-12-31
user_00160,10,10,337.0,33.7,9,,39,53.27,0.1,0.3,5.0,2025-12-31
user_00161,15,14,1660.8,110.72,14,3.0,29,49.013333333333335,0.06666666666666667,0.13333333333333333,2.0,2025-12-31
user_00162,11,10,392.2,35.654545454545456,10,1.0,14,34.59090909090909,0.09090909090909091,0.0,3.0,2025-12-31
user_00163,11,11,598.8,54.43636363636363,11,,39,35.78181818181818,0.09090909090909091,0.0,4.0,2025-12-31
user_00164,11,10,670.5,60.95454545454545,10,,58,56.26363636363636,0.09090909090909091,0.5454545454545454,3.3333333333333335,2025-12-31
user_00165,11,10,495.3,45.02727272727273,10,,110,56.4,0.36363636363636365,0.18181818181818182,3.0,2025-12-31
user_00166,11,11,651.8000000000001,59.25454545454546,11,1.0,1,55.04545454545455,0.09090909090909091,0.36363636363636365,4.0,2025-12-31
user_00167,16,15,702.8,43.925,15,1.0,4,48.5625,0.1875,0.3125,4.0,2025-12-31
user_00168,11,11,655.2,59.56363636363637,11,1.0,21,29.60909090909091,0.09090909090909091,0.36363636363636365,4.0,2025-12-31
user_00169,8,8,633.5,79.1875,8,,32,40.737500000000004,0.125,0.25,2.0,2025-12-31
user_00170,8,8,445.0,55.625,8,,141,39.675,0.0,0.125,3.0,2025-12-31
user_00171,13,13,702.1999999999999,54.01538461538461,13,,42,45.56153846153846,0.0,0.3076923076923077,2.5,2025-12-31
user_00172,9,8,179.8,19.977777777777778,9,,102,41.955555555555556,0.0,0.1111111111111111,4.0,2025-12-31
user_00173,13,9,771.9,59.37692307692308,10,,81,55.06153846153846,0.15384615384615385,0.0,4.0,2025-12-31
user_00174,14,14,412.2,29.442857142857143,13,,75,41.75714285714286,0.0,0.14285714285714285,3.5,2025-12-31
user_00175,8,8,236.4,29.55,8,1.0,4,30.6125,0.0,0.25,4.0,2025-12-31
user_00176,11,11,1225.0,111.36363636363636,11,,43,47.58181818181818,0.18181818181818182,0.2727272727272727,3.3333333333333335,2025-12-31
user_00177,9,8,247.29999999999998,27.477777777777774,8,1.0,22,42.03333333333333,0.0,0.0,4.5,2025-12-31
user_00178,8,8,609.1,76.1375,8,1.0,6,30.6375,0.0,0.25,,2025-12-31
user_00179,12,12,642.2,53.51666666666667,11,,102,51.21666666666667,0.08333333333333333,0.25,3.5,2025-12-31
user_00180,11,11,534.7,48.60909090909092,10,2.0,19,42.02727272727273,0.0,0.18181818181818182,3.5,2025-12-31
user_00181,9,9,488.4,54.266666666666666,9,,148,27.522222222222222,0.0,0.3333333333333333,3.5,2025-12-31
user_00182,6,6,357.3,59.550000000000004,6,,51,53.5,0.16666666666666666,0.3333333333333333,,2025-12-31
user_00183,14,13,760.2,54.300000000000004,13,,70,45.75,0.0,0.2857142857142857,3.0,2025-12-31
user_00184,8,8,219.6,27.45,8,,277,49.5375,0.125,0.375,1.5,2025-12-31
user_00185,12,12,783.0,65.25,12,1.0,18,45.475,0.16666666666666666,0.08333333333333333,1.0,2025-12-31
user_00186,15,14,855.8000000000001,57.053333333333335,14,1.0,0,38.21333333333334,0.06666666666666667,0.3333333333333333,4.0,2025-12-31
user_00187,7,7,442.5,63.214285714285715,7,1.0,25,61.05714285714286,0.14285714285714285,0.0,,2025-12-31
user_00188,11,11,381.0,34.63636363636363,11,1.0,6,41.88181818181818,0.0,0.09090909090909091,1.6666666666666667,2025-12-31
user_00189,6,6,181.0,30.166666666666668,6,,106,54.1,0.16666666666666666,0.0,3.0,2025-12-31
user_00190,8,7,361.5,45.1875,8,,125,37.55,0.0,0.375,,2025-12-31
user_00191,6,6,199.0,33.166666666666664,6,,37,61.86666666666667,0.16666666666666666,0.3333333333333333,1.0,2025-12-31
user_00192,10,10,598.6,59.86,10,1.0,29,39.37,0.0,0.2,3.6666666666666665,2025-12-31
user_00193,5,5,290.7,58.14,5,,95,63.720000000000006,0.0,0.2,,2025-12-31
user_00194,19,16,675.7,35.56315789473685,16,,47,46.27894736842106,0.10526315789473684,0.05263157894736842,3.0,2025-12-31
user_00195,9,8,389.3,43.25555555555556,8,,51,59.233333333333334,0.1111111111111111,0.3333333333333333,,2025-12-31
user_00196,10,8,339.8,33.980000000000004,8,1.0,0,54.4,0.2,0.1,2.0,2025-12-31
user_00197,10,10,550.7,55.07000000000001,10,1.0,6,36.28,0.0,0.1,2.0,2025-12-31
user_00198,12,10,793.5999999999999,66.13333333333333,10,1.0,14,45.041666666666664,0.0,0.3333333333333333,4.666666666666667,2025-12-31
user_00199,14,13,689.5,49.25,13,1.0,25,45.457142857142856,0.07142857142857142,0.2857142857142857,3.0,2025-12-31
user_00200,11,10,788.6,71.69090909090909,10,1.0,11,46.0,0.0,0.36363636363636365,2.6666666666666665,2025-12-31
user_00201,9,9,343.2,38.13333333333333,9,,82,42.888888888888886,0.1111111111111111,0.4444444444444444,,2025-12-31
user_00202,13,13,715.1,55.00769230769231,13,,86,45.66923076923077,0.0,0.23076923076923078,3.0,2025-12-31
user_00203,13,11,691.8,53.215384615384615,11,,48,33.26153846153846,0.0,0.15384615384615385,3.0,2025-12-31
user_00204,11,11,833.4,75.76363636363637,11,,49,53.98181818181818,0.0,0.2727272727272727,3.75,2025-12-31
user_00205,11,10,702.9,63.9,10,,44,34.64545454545455,0.0,0.45454545454545453,2.5,2025-12-31
user_00206,13,13,1852.8,142.52307692307693,13,,49,45.33846153846154,0.23076923076923078,0.3076923076923077,2.3333333333333335,2025-12-31
user_00207,10,10,445.29999999999995,44.529999999999994,10,,42,47.95,0.1,0.2,5.0,2025-12-31
user_00208,15,14,612.8,40.85333333333333,14,,59,51.3,0.0,0.2,4.5,2025-12-31
user_00209,11,11,597.7,54.33636363636364,11,1.0,13,44.0,0.0,0.18181818181818182,2.75,2025-12-31
user_00210,14,14,646.9,46.207142857142856,13,,81,51.30714285714286,0.14285714285714285,0.21428571428571427,3.6666666666666665,2025-12-31
user_00211,7,7,383.4,54.771428571428565,7,1.0,14,32.82857142857143,0.0,0.14285714285714285,4.0,2025-12-31
user_00212,16,14,734.3,45.89375,14,,62,52.525,0.125,0.125,3.0,2025-12-31
user_00213,11,11,525.4,47.76363636363636,11,,44,42.11818181818182,0.09090909090909091,0.09090909090909091,4.2,2025-12-31
user_00214,12,11,492.3,41.025,11,1.0,21,58.81666666666666,0.08333333333333333,0.25,3.5,2025-12-31
user_00215,8,8,405.90000000000003,50.737500000000004,8,2.0,10,38.2875,0.125,0.375,2.0,2025-12-31
user_00216,15,12,1207.4,80.49333333333334,12,,160,54.1,0.0,0.26666666666666666,4.0,2025-12-31
user_00217,9,9,925.0,102.77777777777777,9,,91,63.03333333333333,0.2222222222222222,0.0,1.0,2025-12-31
user_00218,7,6,261.8,37.4,6,2.0,5,34.4,0.0,0.2857142857142857,2.5,2025-12-31
user_00219,6,5,440.8,73.46666666666667,5,,198,44.23333333333333,0.0,0.0,3.0,2025-12-31
user_00220,8,8,267.2,33.4,8,1.0,7,50.95,0.125,0.0,,2025-12-31
user_00221,10,9,706.4,70.64,9,2.0,0,54.379999999999995,0.1,0.3,3.0,2025-12-31
user_00222,9,9,442.3,49.144444444444446,9,2.0,11,61.06666666666667,0.2222222222222222,0.3333333333333333,1.6666666666666667,2025-12-31
user_00223,8,8,343.90000000000003,42.987500000000004,8,,149,41.525,0.0,0.125,3.0,2025-12-31
user_00224,10,10,597.7,59.77,10,1.0,27,53.94,0.3,0.3,4.5,2025-12-31
user_00225,16,16,922.3,57.64375,16,,192,49.24375,0.0625,0.375,2.3333333333333335,2025-12-31
user_00226,7,7,329.20000000000005,47.02857142857143,7,1.0,4,53.285714285714285,0.14285714285714285,0.14285714285714285,3.75,2025-12-31
user_00227,9,9,331.8,36.86666666666667,9,1.0,17,49.077777777777776,0.0,0.1111111111111111,3.5,2025-12-31
user_00228,19,17,842.5,44.3421052631579,17,,76,46.21578947368421,0.05263157894736842,0.10526315789473684,4.0,2025-12-31
user_00229,13,11,759.4,58.41538461538461,11,,50,39.169230769230765,0.15384615384615385,0.15384615384615385,3.75,2025-12-31
user_00230,13,12,651.7,50.13076923076923,12,,127,40.79230769230769,0.0,0.07692307692307693,3.5,2025-12-31
user_00231,14,13,1151.4,82.24285714285715,13,1.0,1,49.84285714285714,0.21428571428571427,0.42857142857142855,3.25,2025-12-31
user_00232,7,7,443.59999999999997,63.37142857142857,7,,222,50.58571428571429,0.14285714285714285,0.14285714285714285,4.0,2025-12-31
user_00233,12,12,515.6,42.96666666666667,12,,176,34.44166666666667,0.0,0.3333333333333333,3.0,2025-12-31
user_00234,12,12,455.5,37.958333333333336,12,1.0,30,54.65833333333333,0.16666666666666666,0.08333333333333333,3.0,2025-12-31
user_00235,12,12,759.6,63.300000000000004,12,3.0,17,35.40833333333333,0.08333333333333333,0.3333333333333333,4.25,2025-12-31
user_00236,13,13,708.9,54.53076923076923,13,,86,61.676923076923075,0.0,0.23076923076923078,2.5,2025-12-31
user_00237,12,12,758.9,63.24166666666667,12,,33,42.21666666666666,0.16666666666666666,0.16666666666666666,3.5,2025-12-31
user_00238,12,11,866.1,72.175,11,,54,49.300000000000004,0.16666666666666666,0.25,4.0,2025-12-31
user_00239,14,13,645.8,46.128571428571426,13,1.0,7,53.300000000000004,0.0,0.21428571428571427,2.5,2025-12-31
user_00240,15,15,815.3000000000001,54.35333333333334,15,,40,51.080000000000005,0.0,0.06666666666666667,2.3333333333333335,2025-12-31
user_00241,8,7,277.0,34.625,7,1.0,2,48.3125,0.25,0.25,,2025-12-31
user_00242,12,11,796.1,66.34166666666667,11,,95,31.099999999999998,0.08333333333333333,0.08333333333333333,3.3333333333333335,2025-12-31
user_00243,12,12,557.7,46.475,12,1.0,9,54.791666666666664,0.08333333333333333,0.16666666666666666,3.25,2025-12-31
